Call ID,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,Talk Duration,Satisfaction rating
ID0985,Bhaskar,1/18/2025,11:55:41,Admin Support,Y,Y,123,350,2
ID0986,Darshan,1/18/2025,11:55:41,Admin Support,Y,Y,39,411,4
ID0987,Gopal,1/18/2025,11:57:07,Technical Support,Y,N,38,136,5
ID0988,Darshan,1/18/2025,11:57:07,Streaming,Y,Y,26,95,1
ID0989,Darshan,1/18/2025,11:58:34,Contract related,Y,Y,43,154,3
ID0990,Jignesh,1/18/2025,11:58:34,Streaming,Y,Y,89,353,3
ID0991,Jignesh,1/18/2025,12:00:00,Contract related,Y,Y,121,324,3
ID0992,Jignesh,1/18/2025,12:00:00,Payment related,Y,Y,114,190,4
ID0993,Sonal,1/18/2025,12:34:34,Contract related,N,N,,0,
ID0994,Dhruv,1/18/2025,12:34:34,Technical Support,N,N,,0,
ID0995,Bhaskar,1/18/2025,12:37:26,Streaming,N,N,,0,
ID0996,Bhaskar,1/18/2025,12:37:26,Admin Support,Y,N,101,276,3
ID0997,Jatin,1/18/2025,12:38:53,Payment related,Y,Y,87,319,4
ID0998,Gopal,1/18/2025,12:38:53,Admin Support,Y,Y,22,362,5
ID0999,Sonal,1/18/2025,12:41:46,Streaming,Y,Y,19,237,2
ID1000,Bhaskar,1/18/2025,12:41:46,Admin Support,Y,Y,31,150,4
ID1001,Madhuri,1/18/2025,12:48:58,Payment related,Y,Y,24,363,4
ID1002,Dhruv,1/18/2025,12:48:58,Payment related,Y,N,94,282,4
ID1003,Dhruv,1/18/2025,13:10:34,Streaming,Y,Y,79,47,4
ID1004,Jignesh,1/18/2025,13:10:34,Technical Support,N,N,,0,
ID1005,Madhuri,1/18/2025,13:10:34,Admin Support,Y,Y,87,280,4
ID1006,Dhruv,1/18/2025,13:10:34,Contract related,Y,N,65,364,4
ID1007,Madhuri,1/18/2025,14:58:34,Contract related,Y,Y,36,263,3
ID1008,Jatin,1/18/2025,14:58:34,Technical Support,N,N,,0,
ID1009,Sonal,1/18/2025,15:18:43,Streaming,Y,Y,33,136,4
ID1010,Bhaskar,1/18/2025,15:18:43,Contract related,N,N,,0,
ID1011,Jignesh,1/18/2025,15:50:24,Admin Support,N,N,,0,
ID1012,Gopal,1/18/2025,15:50:24,Streaming,Y,Y,24,195,5
ID1013,Sonal,1/18/2025,16:12:00,Admin Support,Y,Y,32,220,5
ID1014,Jatin,1/18/2025,16:12:00,Contract related,Y,N,24,226,4
ID1015,Sonal,1/18/2025,16:49:26,Technical Support,Y,Y,96,329,5
ID1016,Jatin,1/18/2025,16:49:26,Technical Support,Y,Y,45,125,5
ID1017,Jignesh,1/18/2025,17:13:55,Admin Support,Y,Y,16,309,1
ID1018,Gopal,1/18/2025,17:13:55,Technical Support,Y,Y,75,416,5
ID1019,Jatin,1/18/2025,17:18:14,Contract related,Y,Y,71,37,3
ID1020,Sonal,1/18/2025,17:18:14,Technical Support,Y,Y,47,137,3
ID1021,Sonal,1/18/2025,17:18:14,Admin Support,Y,Y,54,288,3
ID1022,Bhaskar,1/18/2025,17:18:14,Payment related,Y,Y,101,269,4
ID1023,Madhuri,1/18/2025,17:25:26,Streaming,Y,Y,46,127,3
ID1024,Bhaskar,1/18/2025,17:25:26,Technical Support,Y,Y,45,415,3
ID1025,Madhuri,1/18/2025,17:26:53,Technical Support,Y,Y,45,325,4
ID1026,Jignesh,1/18/2025,17:26:53,Admin Support,Y,Y,30,298,5
ID1027,Gopal,1/18/2025,17:42:43,Technical Support,Y,Y,105,294,4
ID1028,Jignesh,1/18/2025,17:42:43,Payment related,Y,Y,102,294,4
ID1029,Gopal,1/18/2025,17:55:41,Payment related,Y,Y,46,301,3
ID1030,Sonal,1/18/2025,17:55:41,Admin Support,Y,Y,11,52,1
ID1031,Dhruv,1/19/2025,09:02:53,Payment related,Y,Y,125,363,3
ID1032,Sonal,1/19/2025,09:02:53,Admin Support,Y,Y,112,113,3
ID1033,Bhaskar,1/19/2025,09:15:50,Technical Support,Y,Y,14,116,3
ID1034,Jatin,1/19/2025,09:15:50,Contract related,Y,N,10,283,4
ID1035,Madhuri,1/19/2025,09:18:43,Contract related,Y,Y,60,32,3
ID1036,Darshan,1/19/2025,09:18:43,Streaming,Y,Y,59,302,5
ID1037,Sonal,1/19/2025,09:36:00,Technical Support,Y,Y,87,223,5
ID1038,Madhuri,1/19/2025,09:36:00,Contract related,Y,Y,111,186,5
ID1039,Jatin,1/19/2025,09:44:38,Contract related,N,N,,0,
ID1040,Bhaskar,1/19/2025,09:44:38,Payment related,Y,Y,10,191,2
ID1041,Jatin,1/19/2025,10:13:26,Technical Support,N,N,,0,
ID1042,Jatin,1/19/2025,10:13:26,Streaming,N,N,,0,
ID1043,Gopal,1/19/2025,10:19:12,Payment related,Y,Y,116,348,5
ID1044,Darshan,1/19/2025,10:19:12,Admin Support,Y,N,89,200,3
ID1045,Bhaskar,1/19/2025,10:33:36,Contract related,N,N,,0,
ID1046,Jatin,1/19/2025,10:33:36,Contract related,Y,N,106,232,4
ID1047,Sonal,1/19/2025,10:52:19,Streaming,N,N,,0,
ID1048,Madhuri,1/19/2025,10:52:19,Streaming,Y,Y,81,87,4
ID1049,Dhruv,1/19/2025,11:25:26,Contract related,N,N,,0,
ID1050,Jignesh,1/19/2025,11:25:26,Admin Support,Y,Y,96,339,5
ID1051,Jignesh,1/19/2025,11:44:10,Payment related,Y,Y,64,366,5
ID1052,Jignesh,1/19/2025,11:44:10,Contract related,Y,N,79,409,1
ID1053,Jignesh,1/19/2025,11:55:41,Payment related,Y,Y,98,143,1
ID1054,Jatin,1/19/2025,11:55:41,Admin Support,Y,Y,91,240,5
ID1055,Madhuri,1/19/2025,12:28:48,Streaming,N,N,,0,
ID1056,Sonal,1/19/2025,12:28:48,Contract related,Y,Y,84,404,2
ID1057,Jatin,1/19/2025,12:40:19,Technical Support,Y,Y,47,358,5
ID1058,Madhuri,1/19/2025,12:40:19,Payment related,Y,Y,42,126,5
ID1059,Dhruv,1/19/2025,12:59:02,Streaming,Y,N,45,224,4
ID1060,Dhruv,1/19/2025,12:59:02,Technical Support,N,N,,0,
ID1061,Jignesh,1/19/2025,13:14:53,Payment related,Y,Y,19,96,5
ID1062,Gopal,1/19/2025,13:14:53,Contract related,Y,Y,114,85,3
ID1063,Jignesh,1/19/2025,13:22:05,Admin Support,Y,Y,94,57,5
ID1064,Dhruv,1/19/2025,13:22:05,Payment related,N,N,,0,
ID1065,Darshan,1/19/2025,13:26:24,Streaming,Y,Y,99,136,5
ID1066,Darshan,1/19/2025,13:26:24,Streaming,Y,Y,23,272,4
ID1067,Gopal,1/19/2025,13:36:29,Technical Support,N,N,,0,
ID1068,Dhruv,1/19/2025,13:36:29,Admin Support,Y,Y,80,292,5
ID1069,Sonal,1/19/2025,13:37:55,Payment related,Y,Y,18,319,3
ID1070,Darshan,1/19/2025,13:37:55,Contract related,N,N,,0,
ID1071,Madhuri,1/19/2025,13:45:07,Payment related,Y,Y,104,213,4
ID1072,Madhuri,1/19/2025,13:45:07,Payment related,Y,Y,116,345,3
ID1073,Sonal,1/19/2025,14:22:34,Streaming,Y,Y,44,369,5
ID1074,Jatin,1/19/2025,14:22:34,Payment related,Y,Y,91,403,4
ID1075,Gopal,1/19/2025,15:00:00,Contract related,N,N,,0,
ID1076,Madhuri,1/19/2025,15:00:00,Technical Support,Y,Y,122,255,3
ID1077,Bhaskar,1/19/2025,15:30:14,Streaming,Y,Y,103,169,3
ID1078,Bhaskar,1/19/2025,15:30:14,Technical Support,Y,Y,18,121,5
ID1079,Jignesh,1/19/2025,15:34:34,Contract related,Y,Y,20,147,4
ID1080,Gopal,1/19/2025,15:34:34,Payment related,Y,Y,93,101,2
ID1081,Bhaskar,1/19/2025,15:54:43,Admin Support,N,N,,0,
ID1082,Jatin,1/19/2025,15:54:43,Technical Support,Y,Y,63,260,4
ID1083,Gopal,1/19/2025,16:09:07,Contract related,Y,Y,90,392,4
ID1084,Dhruv,1/19/2025,16:09:07,Contract related,Y,Y,43,240,4
ID1085,Jignesh,1/19/2025,16:40:48,Contract related,Y,N,105,110,4
ID1086,Jatin,1/19/2025,16:40:48,Contract related,Y,Y,59,310,5
ID1087,Jatin,1/19/2025,16:56:38,Admin Support,Y,Y,115,407,4
ID1088,Dhruv,1/19/2025,16:56:38,Payment related,Y,Y,106,111,4
ID1089,Bhaskar,1/19/2025,17:15:22,Streaming,Y,Y,35,59,3
ID1090,Darshan,1/19/2025,17:15:22,Contract related,Y,Y,48,395,4
ID1091,Jignesh,1/19/2025,17:24:00,Contract related,N,N,,0,
ID1092,Jignesh,1/19/2025,17:24:00,Technical Support,Y,Y,56,398,4
ID1093,Sonal,1/20/2025,09:05:46,Technical Support,N,N,,0,
ID1094,Sonal,1/20/2025,09:05:46,Admin Support,Y,Y,99,279,4
ID1095,Jatin,1/20/2025,09:46:05,Admin Support,Y,Y,71,161,3
ID1096,Sonal,1/20/2025,09:46:05,Payment related,Y,Y,54,264,4
ID1097,Gopal,1/20/2025,09:46:05,Admin Support,N,N,,0,
ID1098,Dhruv,1/20/2025,09:46:05,Payment related,N,N,,0,
ID1099,Jignesh,1/20/2025,09:46:05,Streaming,Y,Y,54,86,4
ID1100,Jatin,1/20/2025,09:46:05,Technical Support,Y,Y,62,109,2
ID1101,Sonal,1/20/2025,10:22:05,Payment related,Y,Y,24,248,4
ID1102,Jignesh,1/20/2025,10:22:05,Admin Support,Y,Y,94,250,5
ID1103,Bhaskar,1/20/2025,11:24:00,Payment related,Y,Y,43,56,3
ID1104,Madhuri,1/20/2025,11:24:00,Streaming,N,N,,0,
ID1105,Jatin,1/20/2025,12:00:00,Streaming,Y,Y,58,254,5
ID1106,Gopal,1/20/2025,12:00:00,Payment related,Y,Y,15,395,1
ID1107,Bhaskar,1/20/2025,12:07:12,Contract related,Y,Y,102,76,1
ID1108,Gopal,1/20/2025,12:07:12,Contract related,Y,Y,40,322,2
ID1109,Darshan,1/20/2025,12:27:22,Technical Support,Y,Y,63,290,2
ID1110,Madhuri,1/20/2025,12:27:22,Streaming,Y,Y,77,382,4
ID1111,Madhuri,1/20/2025,12:59:02,Technical Support,Y,Y,93,330,4
ID1112,Bhaskar,1/20/2025,12:59:02,Streaming,Y,Y,101,202,5
ID1113,Sonal,1/20/2025,13:00:29,Payment related,Y,Y,34,34,5
ID1114,Sonal,1/20/2025,13:00:29,Payment related,Y,Y,64,94,5
ID1115,Gopal,1/20/2025,13:26:24,Technical Support,Y,N,25,392,3
ID1116,Jignesh,1/20/2025,13:26:24,Admin Support,Y,Y,122,133,4
ID1117,Sonal,1/20/2025,13:26:24,Streaming,Y,Y,36,61,4
ID1118,Sonal,1/20/2025,13:26:24,Contract related,Y,Y,37,94,3
ID1119,Jatin,1/20/2025,13:59:31,Streaming,Y,Y,112,406,3
ID1120,Darshan,1/20/2025,13:59:31,Payment related,N,N,,0,
ID1121,Jignesh,1/20/2025,14:03:50,Admin Support,Y,Y,57,293,3
ID1122,Jignesh,1/20/2025,14:03:50,Admin Support,Y,Y,14,148,3
ID1123,Bhaskar,1/20/2025,16:00:29,Admin Support,Y,Y,72,251,2
ID1124,Bhaskar,1/20/2025,16:00:29,Admin Support,Y,Y,60,392,3
ID1125,Bhaskar,1/20/2025,16:20:38,Payment related,Y,Y,52,177,5
ID1126,Sonal,1/20/2025,16:20:38,Contract related,N,N,,0,
ID1127,Jatin,1/20/2025,17:42:43,Streaming,Y,Y,73,45,3
ID1128,Bhaskar,1/20/2025,17:42:43,Contract related,Y,Y,108,140,4
ID1129,Jatin,1/20/2025,17:55:41,Streaming,Y,Y,50,108,4
ID1130,Sonal,1/20/2025,17:55:41,Technical Support,N,N,,0,
ID1131,Jatin,1/20/2025,17:57:07,Admin Support,Y,N,100,244,2
ID1132,Jatin,1/20/2025,17:57:07,Technical Support,Y,Y,69,82,3
ID1133,Bhaskar,1/21/2025,09:20:10,Streaming,Y,Y,39,131,1
ID1134,Jignesh,1/21/2025,09:20:10,Technical Support,Y,Y,71,174,5
ID1135,Dhruv,1/21/2025,09:37:26,Streaming,N,N,,0,
ID1136,Gopal,1/21/2025,09:37:26,Technical Support,Y,Y,79,79,5
ID1137,Madhuri,1/21/2025,09:56:10,Contract related,Y,Y,57,324,3
ID1138,Darshan,1/21/2025,09:56:10,Admin Support,Y,Y,82,293,4
ID1139,Jignesh,1/21/2025,10:14:53,Contract related,Y,Y,73,193,1
ID1140,Jignesh,1/21/2025,10:14:53,Technical Support,Y,Y,110,131,5
ID1141,Madhuri,1/21/2025,10:19:12,Admin Support,Y,Y,106,109,5
ID1142,Jignesh,1/21/2025,10:19:12,Streaming,Y,Y,92,133,4
ID1143,Gopal,1/21/2025,10:24:58,Streaming,Y,Y,28,360,4
ID1144,Madhuri,1/21/2025,10:24:58,Contract related,Y,Y,108,362,1
ID1145,Bhaskar,1/21/2025,10:53:46,Streaming,Y,Y,57,107,4
ID1146,Madhuri,1/21/2025,10:53:46,Contract related,Y,Y,109,356,3
ID1147,Gopal,1/21/2025,10:59:31,Contract related,Y,Y,55,97,2
ID1148,Madhuri,1/21/2025,10:59:31,Technical Support,N,N,,0,
ID1149,Dhruv,1/21/2025,11:15:22,Payment related,Y,Y,68,413,1
ID1150,Jignesh,1/21/2025,11:15:22,Admin Support,Y,N,46,34,3
ID1151,Jignesh,1/21/2025,12:02:53,Technical Support,Y,Y,30,299,3
ID1152,Madhuri,1/21/2025,12:02:53,Admin Support,Y,Y,107,50,4
ID1153,Gopal,1/21/2025,12:02:53,Technical Support,Y,Y,122,385,5
ID1154,Madhuri,1/21/2025,12:02:53,Admin Support,N,N,,0,
ID1155,Sonal,1/21/2025,12:07:12,Technical Support,Y,Y,18,37,5
ID1156,Jatin,1/21/2025,12:07:12,Streaming,N,N,,0,
ID1157,Jatin,1/21/2025,15:47:31,Payment related,N,N,,0,
ID1158,Jatin,1/21/2025,15:47:31,Technical Support,N,N,,0,
ID1159,Madhuri,1/21/2025,15:48:58,Technical Support,N,N,,0,
ID1160,Sonal,1/21/2025,15:48:58,Streaming,Y,Y,99,134,4
ID1161,Dhruv,1/21/2025,16:03:22,Contract related,Y,Y,52,107,2
ID1162,Madhuri,1/21/2025,16:03:22,Admin Support,N,N,,0,
ID1163,Bhaskar,1/21/2025,16:20:38,Payment related,N,N,,0,
ID1164,Jignesh,1/21/2025,16:20:38,Contract related,Y,Y,79,47,3
ID1165,Madhuri,1/21/2025,16:29:17,Streaming,Y,Y,112,171,5
ID1166,Darshan,1/21/2025,16:29:17,Payment related,Y,Y,16,263,3
ID1167,Jatin,1/21/2025,16:46:34,Contract related,Y,Y,22,418,3
ID1168,Dhruv,1/21/2025,16:46:34,Contract related,Y,Y,115,85,1
ID1169,Dhruv,1/21/2025,17:11:02,Technical Support,Y,Y,125,277,4
ID1170,Madhuri,1/21/2025,17:11:02,Payment related,Y,Y,68,306,3
ID1171,Jignesh,1/21/2025,17:26:53,Technical Support,Y,Y,44,76,4
ID1172,Bhaskar,1/21/2025,17:26:53,Technical Support,N,N,,0,
ID1173,Sonal,1/21/2025,17:26:53,Streaming,Y,Y,119,42,4
ID1174,Madhuri,1/21/2025,17:26:53,Streaming,Y,Y,62,54,5
ID1175,Gopal,1/21/2025,17:26:53,Streaming,Y,Y,84,364,5
ID1176,Madhuri,1/21/2025,17:26:53,Technical Support,N,N,,0,
ID1177,Gopal,1/21/2025,17:36:58,Streaming,Y,Y,75,388,4
ID1178,Madhuri,1/21/2025,17:36:58,Payment related,Y,Y,114,174,4
ID1179,Dhruv,1/21/2025,17:38:24,Technical Support,N,N,,0,
ID1180,Sonal,1/21/2025,17:38:24,Admin Support,Y,Y,21,130,4
ID1181,Sonal,1/22/2025,09:11:31,Technical Support,N,N,,0,
ID1182,Darshan,1/22/2025,09:11:31,Admin Support,Y,Y,20,68,3
ID1183,Darshan,1/22/2025,09:11:31,Technical Support,Y,Y,112,217,1
ID1184,Bhaskar,1/22/2025,09:11:31,Streaming,Y,Y,85,324,4
ID1185,Madhuri,1/22/2025,09:24:29,Admin Support,Y,Y,34,367,3
ID1186,Darshan,1/22/2025,09:24:29,Streaming,Y,Y,53,302,4
ID1187,Madhuri,1/22/2025,09:48:58,Streaming,Y,Y,103,134,5
ID1188,Bhaskar,1/22/2025,09:48:58,Contract related,Y,Y,98,413,4
ID1189,Bhaskar,1/22/2025,09:59:02,Technical Support,Y,Y,23,284,1
ID1190,Madhuri,1/22/2025,09:59:02,Admin Support,Y,Y,53,77,2
ID1191,Bhaskar,1/22/2025,10:37:55,Technical Support,N,N,,0,
ID1192,Darshan,1/22/2025,10:37:55,Contract related,Y,N,55,280,4
ID1193,Madhuri,1/22/2025,11:39:50,Admin Support,Y,Y,77,302,5
ID1194,Bhaskar,1/22/2025,11:39:50,Technical Support,Y,Y,46,365,3
ID1195,Gopal,1/22/2025,11:42:43,Technical Support,N,N,,0,
ID1196,Madhuri,1/22/2025,11:42:43,Payment related,Y,Y,39,305,4
ID1197,Gopal,1/22/2025,11:55:41,Payment related,Y,Y,13,420,3
ID1198,Jignesh,1/22/2025,11:55:41,Admin Support,Y,Y,84,334,5
ID1199,Dhruv,1/22/2025,11:55:41,Admin Support,Y,Y,60,286,3
ID1200,Dhruv,1/22/2025,11:55:41,Admin Support,Y,Y,32,35,5
ID1201,Sonal,1/22/2025,12:47:31,Technical Support,N,N,,0,
ID1202,Gopal,1/22/2025,12:47:31,Contract related,N,N,,0,
ID1203,Jatin,1/22/2025,14:19:41,Admin Support,N,N,,0,
ID1204,Dhruv,1/22/2025,14:19:41,Payment related,Y,Y,67,402,4
ID1205,Sonal,1/22/2025,14:22:34,Streaming,Y,N,94,238,4
ID1206,Sonal,1/22/2025,14:22:34,Streaming,Y,Y,92,370,1
ID1207,Bhaskar,1/22/2025,14:44:10,Streaming,Y,Y,35,70,3
ID1208,Darshan,1/22/2025,14:44:10,Admin Support,Y,Y,57,81,5
ID1209,Sonal,1/22/2025,14:48:29,Streaming,N,N,,0,
ID1210,Jignesh,1/22/2025,14:48:29,Admin Support,Y,Y,15,295,4
ID1211,Bhaskar,1/22/2025,14:49:55,Admin Support,Y,N,54,195,5
ID1212,Gopal,1/22/2025,14:49:55,Payment related,Y,Y,99,60,1
ID1213,Madhuri,1/22/2025,15:30:14,Contract related,N,N,,0,
ID1214,Jignesh,1/22/2025,15:30:14,Streaming,N,N,,0,
ID1215,Madhuri,1/22/2025,15:56:10,Streaming,N,N,,0,
ID1216,Madhuri,1/22/2025,15:56:10,Admin Support,N,N,,0,
ID1217,Madhuri,1/22/2025,16:01:55,Payment related,N,N,,0,
ID1218,Bhaskar,1/22/2025,16:01:55,Streaming,Y,Y,78,65,5
ID1219,Gopal,1/22/2025,16:39:22,Admin Support,N,N,,0,
ID1220,Jignesh,1/22/2025,16:39:22,Payment related,Y,N,35,309,5
ID1221,Bhaskar,1/22/2025,16:50:53,Contract related,N,N,,0,
ID1222,Sonal,1/22/2025,16:50:53,Contract related,Y,Y,33,369,5
ID1223,Gopal,1/22/2025,16:56:38,Streaming,Y,Y,72,249,5
ID1224,Jatin,1/22/2025,16:56:38,Technical Support,Y,N,82,302,1
ID1225,Gopal,1/22/2025,17:25:26,Admin Support,N,N,,0,
ID1226,Gopal,1/22/2025,17:25:26,Payment related,Y,Y,115,252,5
ID1227,Darshan,1/22/2025,17:38:24,Streaming,Y,Y,64,102,3
ID1228,Madhuri,1/22/2025,17:38:24,Technical Support,N,N,,0,
ID1229,Jignesh,1/22/2025,17:47:02,Payment related,Y,Y,71,241,2
ID1230,Bhaskar,1/22/2025,17:47:02,Streaming,Y,N,50,308,3
ID1231,Gopal,1/23/2025,09:31:41,Streaming,Y,Y,116,73,2
ID1232,Madhuri,1/23/2025,09:31:41,Admin Support,Y,Y,52,87,5
ID1233,Gopal,1/23/2025,09:40:19,Technical Support,Y,Y,112,217,5
ID1234,Sonal,1/23/2025,09:40:19,Admin Support,Y,Y,116,162,3
ID1235,Bhaskar,1/23/2025,09:51:50,Payment related,Y,N,112,378,2
ID1236,Dhruv,1/23/2025,09:51:50,Streaming,Y,Y,53,346,4
ID1237,Darshan,1/23/2025,09:57:36,Admin Support,Y,Y,12,331,3
ID1238,Jatin,1/23/2025,09:57:36,Technical Support,Y,N,120,54,4
ID1239,Darshan,1/23/2025,10:49:26,Admin Support,N,N,,0,
ID1240,Dhruv,1/23/2025,10:49:26,Technical Support,Y,Y,118,169,4
ID1241,Jignesh,1/23/2025,11:00:58,Contract related,Y,Y,121,169,2
ID1242,Madhuri,1/23/2025,11:00:58,Streaming,Y,Y,83,408,5
ID1243,Jatin,1/23/2025,11:18:14,Streaming,Y,Y,84,81,5
ID1244,Bhaskar,1/23/2025,11:18:14,Payment related,Y,N,63,300,4
ID1245,Jignesh,1/23/2025,11:29:46,Technical Support,Y,Y,33,209,3
ID1246,Dhruv,1/23/2025,11:29:46,Contract related,N,N,,0,
ID1247,Gopal,1/23/2025,11:32:38,Admin Support,Y,N,10,61,5
ID1248,Jatin,1/23/2025,11:32:38,Admin Support,Y,Y,100,42,5
ID1249,Darshan,1/23/2025,11:35:31,Contract related,Y,Y,110,303,5
ID1250,Sonal,1/23/2025,11:35:31,Payment related,Y,Y,28,316,2
ID1251,Jatin,1/23/2025,11:36:58,Admin Support,Y,Y,74,75,3
ID1252,Jignesh,1/23/2025,11:36:58,Admin Support,Y,Y,18,81,3
ID1253,Bhaskar,1/23/2025,11:44:10,Streaming,Y,Y,22,372,3
ID1254,Darshan,1/23/2025,11:44:10,Streaming,N,N,,0,
ID1255,Madhuri,1/23/2025,11:55:41,Contract related,Y,Y,15,217,3
ID1256,Madhuri,1/23/2025,11:55:41,Admin Support,Y,Y,120,252,2
ID1257,Madhuri,1/23/2025,12:14:24,Contract related,Y,Y,26,227,3
ID1258,Darshan,1/23/2025,12:14:24,Payment related,Y,Y,33,104,5
ID1259,Dhruv,1/23/2025,12:43:12,Streaming,Y,Y,18,74,4
ID1260,Gopal,1/23/2025,12:43:12,Payment related,Y,Y,29,355,5
ID1261,Gopal,1/23/2025,12:54:43,Payment related,Y,Y,89,94,2
ID1262,Madhuri,1/23/2025,12:54:43,Technical Support,N,N,,0,
ID1263,Darshan,1/23/2025,13:33:36,Admin Support,Y,Y,44,192,5
ID1264,Darshan,1/23/2025,13:33:36,Contract related,Y,N,62,213,4
ID1265,Dhruv,1/23/2025,13:37:55,Admin Support,Y,Y,29,110,5
ID1266,Jatin,1/23/2025,13:37:55,Admin Support,Y,Y,10,402,5
ID1267,Dhruv,1/23/2025,14:13:55,Payment related,Y,Y,75,120,4
ID1268,Madhuri,1/23/2025,14:13:55,Streaming,N,N,,0,
ID1269,Dhruv,1/23/2025,14:52:48,Technical Support,Y,Y,33,66,5
ID1270,Bhaskar,1/23/2025,14:52:48,Technical Support,N,N,,0,
ID1271,Bhaskar,1/23/2025,16:01:55,Payment related,Y,N,56,118,4
ID1272,Madhuri,1/23/2025,16:01:55,Admin Support,N,N,,0,
ID1273,Sonal,1/23/2025,16:13:26,Contract related,Y,N,31,31,3
ID1274,Gopal,1/23/2025,16:13:26,Streaming,Y,Y,56,80,2
ID1275,Jignesh,1/23/2025,16:37:55,Payment related,Y,Y,53,103,4
ID1276,Darshan,1/23/2025,16:37:55,Technical Support,Y,Y,12,348,3
ID1277,Sonal,1/23/2025,16:45:07,Streaming,Y,Y,53,363,3
ID1278,Darshan,1/23/2025,16:45:07,Streaming,Y,Y,116,298,3
ID1279,Jatin,1/23/2025,17:24:00,Payment related,Y,Y,19,71,4
ID1280,Dhruv,1/23/2025,17:24:00,Contract related,N,N,,0,
ID1281,Jatin,1/23/2025,17:41:17,Streaming,Y,Y,74,354,2
ID1282,Gopal,1/23/2025,17:41:17,Streaming,Y,Y,85,164,3
ID1283,Gopal,1/23/2025,17:44:10,Contract related,N,N,,0,
ID1284,Sonal,1/23/2025,17:44:10,Payment related,N,N,,0,
ID1285,Dhruv,1/24/2025,09:05:46,Payment related,N,N,,0,
ID1286,Darshan,1/24/2025,09:05:46,Streaming,Y,Y,48,396,2
ID1287,Jatin,1/24/2025,09:05:46,Payment related,Y,Y,57,272,3
ID1288,Jignesh,1/24/2025,09:05:46,Admin Support,Y,N,116,309,3
ID1289,Gopal,1/24/2025,09:12:58,Admin Support,Y,Y,21,50,1
ID1290,Madhuri,1/24/2025,09:12:58,Contract related,Y,Y,87,131,3
ID1291,Jatin,1/24/2025,09:20:10,Technical Support,Y,Y,42,236,3
ID1292,Gopal,1/24/2025,09:20:10,Technical Support,Y,Y,86,88,1
ID1293,Jatin,1/24/2025,09:24:29,Payment related,Y,Y,95,185,5
ID1294,Jatin,1/24/2025,09:24:29,Contract related,N,N,,0,
ID1295,Jignesh,1/24/2025,09:54:43,Technical Support,Y,Y,109,347,3
ID1296,Gopal,1/24/2025,09:54:43,Payment related,N,N,,0,
ID1297,Gopal,1/24/2025,10:03:22,Admin Support,Y,Y,104,335,2
ID1298,Madhuri,1/24/2025,10:03:22,Payment related,Y,Y,123,115,1
ID1299,Madhuri,1/24/2025,10:04:48,Streaming,Y,Y,72,311,5
ID1300,Jignesh,1/24/2025,10:04:48,Technical Support,N,N,,0,
ID1301,Sonal,1/24/2025,10:04:48,Contract related,Y,N,28,52,4
ID1302,Dhruv,1/24/2025,10:04:48,Streaming,Y,Y,124,193,4
ID1303,Jignesh,1/24/2025,10:29:17,Payment related,Y,Y,16,275,4
ID1304,Madhuri,1/24/2025,10:29:17,Admin Support,N,N,,0,
ID1305,Jatin,1/24/2025,10:32:10,Admin Support,Y,Y,125,31,3
ID1306,Bhaskar,1/24/2025,10:32:10,Contract related,N,N,,0,
ID1307,Dhruv,1/24/2025,11:11:02,Contract related,Y,Y,61,185,3
ID1308,Darshan,1/24/2025,11:11:02,Streaming,Y,Y,55,390,1
ID1309,Bhaskar,1/24/2025,11:42:43,Technical Support,Y,Y,41,234,4
ID1310,Gopal,1/24/2025,11:42:43,Contract related,Y,Y,81,379,3
ID1311,Sonal,1/24/2025,12:21:36,Contract related,Y,Y,112,223,3
ID1312,Darshan,1/24/2025,12:21:36,Streaming,Y,Y,58,259,4
ID1313,Jignesh,1/24/2025,12:25:55,Streaming,Y,N,61,42,5
ID1314,Bhaskar,1/24/2025,12:25:55,Payment related,Y,Y,51,404,3
ID1315,Jignesh,1/24/2025,13:00:29,Streaming,Y,Y,102,239,4
ID1316,Jatin,1/24/2025,13:00:29,Payment related,Y,Y,19,343,4
ID1317,Dhruv,1/24/2025,13:13:26,Streaming,Y,Y,33,186,2
ID1318,Jatin,1/24/2025,13:13:26,Technical Support,Y,Y,113,364,3
ID1319,Darshan,1/24/2025,14:15:22,Technical Support,Y,Y,28,230,5
ID1320,Dhruv,1/24/2025,14:15:22,Technical Support,Y,Y,46,283,1
ID1321,Jatin,1/24/2025,14:45:36,Technical Support,Y,Y,76,69,3
ID1322,Darshan,1/24/2025,14:45:36,Technical Support,Y,Y,124,189,2
ID1323,Madhuri,1/24/2025,14:47:02,Technical Support,Y,Y,96,270,2
ID1324,Gopal,1/24/2025,14:47:02,Streaming,Y,N,110,303,5
ID1325,Dhruv,1/24/2025,15:48:58,Payment related,Y,Y,116,219,5
ID1326,Dhruv,1/24/2025,15:48:58,Payment related,Y,Y,14,371,5
ID1327,Sonal,1/24/2025,15:59:02,Admin Support,Y,Y,53,361,4
ID1328,Jatin,1/24/2025,15:59:02,Streaming,Y,Y,37,289,2
ID1329,Gopal,1/24/2025,16:01:55,Admin Support,Y,Y,68,43,1
ID1330,Gopal,1/24/2025,16:01:55,Streaming,Y,Y,43,190,3
ID1331,Gopal,1/24/2025,16:45:07,Technical Support,Y,Y,19,141,3
